Code,Course,Section,Session,Credits,Campus,Instructor,Times,Location,Year/Sem.
CSE210,Historical Development of Mathematical Ideas(CSE210),0,15W,3,AUA Main Campus,Maro Aghazarian,"MON 11:30am-12:20pm, WED 11:30am-12:20pm, FRI 11:30am-12:20pm",Classroom 307E Paramaz Avedissian Building,202425/fall
CSE220,Tomorrow's Technologies(CSE220),0,15W,3,AUA Main Campus,Mihran Gurunian,"MON 11:30am-12:20pm, WED 11:30am-12:20pm, FRI 11:30am-12:20pm",Classroom 315E Paramaz Avedissian Building,202425/fall
CSE222,Technology Marketing(CSE222),0,15W,3,AUA Main Campus,David B Davidian,"MON 1:30pm-2:20pm, WED 1:30pm-2:20pm, FRI 1:30pm-2:20pm",Classroom 208E Paramaz Avedissian Building,202425/fall
CSE230,Music Technology(CSE230),0,15W,3,AUA Main Campus,Mihran Gurunian,"MON 1:30pm-2:20pm, WED 1:30pm-2:20pm, FRI 1:30pm-2:20pm",Classroom 407E Paramaz Avedissian Building,202425/fall
CSE241,Data Mining(CSE241),0,15W,3,AUA Main Campus,Davit Ghazaryan,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Computer Lab 004M Main Building,202425/fall
CSE263,Human Physiology(CSE263),0,15W,3,AUA Main Campus,Zaruhi Karabekian,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 113W Paramaz Avedissian Building,202425/fall
CSE265,Genetics(CSE265),0,15W,3,AUA Main Campus,Gregory Chahrozian,"TUE 4:30pm-5:45pm, THU 4:30pm-5:45pm",Classroom 206E Paramaz Avedissian Building,202425/fall
CSE270,Sports Analytics(CSE270),0,15W,3,AUA Main Campus,Habet Madoyan,"MON 11:30am-12:20pm, WED 11:30am-12:20pm, FRI 11:30am-12:20pm",Classroom 406E Paramaz Avedissian Building,202425/fall
CSE281,Design Thinking(CSE281),0,15W,3,AUA Main Campus,Vicken Derderian,"TUE 3:00pm-4:15pm, THU 3:00pm-4:15pm",Classroom 614M Main Building,202425/fall
CSE290,Start-up Culture(CSE290),0,15W,3,AUA Main Campus,Nejdeh Hovanessian,"TUE 3:00pm-4:15pm, THU 3:00pm-4:15pm",EPIC 620M Main Building,202425/fall
CSE291,Introduction to Product Design(CSE291),0,15W,3,AUA Main Campus,Sargis Zeytunyan,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 407E Paramaz Avedissian Building,202425/fall
CSE292,Building a Learning Organization(CSE292),0,15W,3,AUA Main Campus,Artur Khalatyan,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 307E Paramaz Avedissian Building,202425/fall
DS110,Statistics 2(DS110)(Prerequisite),A,15W,3,AUA Main Campus,Vahe Movsisyan,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 406E Paramaz Avedissian Building,202425/fall
DS110,Statistics 2(DS110)(Prerequisite),B,15W,3,AUA Main Campus,Vahe Movsisyan,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 406E Paramaz Avedissian Building,202425/fall
DS115,Data Structures/Algorithms in Data Science(DS115)(Prerequisite),A,15W,4,AUA Main Campus,Zaruhi Shahnazaryan,"MON 8:30am-10:20am, WED 8:30am-10:20am, FRI 8:30am-10:20am",Classroom 313W Paramaz Avedissian Building,202425/fall
DS115,Data Structures/Algorithms in Data Science(DS115)(Prerequisite),B,15W,4,AUA Main Campus,Marine Ghandevosyan,"MON 8:30am-10:20am, WED 8:30am-10:20am, FRI 8:30am-10:20am",Classroom 314W Paramaz Avedissian Building,202425/fall
DS116,Data Visualization(DS116)(Prerequisite),A,15W,3,AUA Main Campus,Habet Madoyan,"MON 8:30am-9:20am MON 8:30am-9:20am, FRI 8:30am-9:20am",Classroom 422M/424M Main Building,202425/fall
DS116,Data Visualization(DS116)(Prerequisite),B,15W,3,AUA Main Campus,Habet Madoyan,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 307E Paramaz Avedissian Building,202425/fall
DS151,Cell and Molecular Biology(DS151),0,15W,3,AUA Main Campus,Meri Hovsepyan,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 208M Main Building,202425/fall
DS206,Business Intelligence(DS206)(Prerequisite),0,15W,3,AUA Main Campus,Arman Asryan,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 308E Paramaz Avedissian Building,202425/fall
DS207,Time Series Forecasting(DS207)(Prerequisite),0,15W,3,AUA Main Campus,Sachin Kumar,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 408E Paramaz Avedissian Building,202425/fall
DS211,Introduction to Bioinformatics(DS211),0,15W,3,AUA Main Campus,Aleksandr Sarachakov,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 212M Main Building,202425/fall
DS216,Cheminformatics(DS216)(Prerequisite),0,15W,3,AUA Main Campus,Mher Matevosyan,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 214M Main Building,202425/fall
DS223,Marketing Analytics(DS223)(Prerequisite),0,15W,3,AUA Main Campus,Karen Hovhannisyan,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 414W Paramaz Avedissian Building,202425/fall
DS232,Reinforcement Learning(DS232)(Prerequisite),0,15W,3,AUA Main Campus,Davit Ghazaryan,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 114W Paramaz Avedissian Building,202425/fall
DS233,Natural Language Processing(DS233)(Prerequisite),0,15W,3,AUA Main Campus,Nikolay Karpov,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 408E Paramaz Avedissian Building,202425/fall
DS244,Biomedical Imaging and Cell Staining(DS244),0,15W,3,AUA Main Campus,Narine Sarvazyan,,,202425/fall
DS330,Deep Learning(DS330),0,15W,3,AUA Main Campus,Elen Vardanyan,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 314W Paramaz Avedissian Building,202425/fall
EC104,Introduction to Communications(EC104),A,15W,3,AUA Main Campus,Shawn McIntosh,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 407E Paramaz Avedissian Building,202425/fall
EC104,Introduction to Communications(EC104),B,15W,3,AUA Main Campus,Michael Smith,"MON 11:30am-12:20pm, WED 11:30am-12:20pm, FRI 11:30am-12:20pm",Classroom 306E Paramaz Avedissian Building,202425/fall
EC104,Introduction to Communications(EC104),C,15W,3,AUA Main Campus,Michael Smith,"MON 2:30pm-3:20pm, WED 2:30pm-3:20pm, FRI 2:30pm-3:20pm",Classroom 306E Paramaz Avedissian Building,202425/fall
EC105,Introduction to the Structure of English(EC105),A,15W,3,AUA Main Campus,Syuzanna Torosyan,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 406E Paramaz Avedissian Building,202425/fall
EC105,Introduction to the Structure of English(EC105),B,15W,3,AUA Main Campus,Syuzanna Torosyan,"MON 1:30pm-2:20pm, WED 1:30pm-2:20pm, FRI 1:30pm-2:20pm",Classroom 406E Paramaz Avedissian Building,202425/fall
EC105,Introduction to the Structure of English(EC105),C,15W,3,AUA Main Campus,Rozita Aghamalyan,"MON 3:30pm-4:20pm, WED 3:30pm-4:20pm, FRI 3:30pm-4:20pm",Classroom 614M Main Building,202425/fall
EC121,English Literature I(EC121),A,15W,3,AUA Main Campus,Elitza Kotzeva,"MON 2:30pm-3:20pm, WED 2:30pm-3:20pm, FRI 2:30pm-3:20pm",Classroom 207E Paramaz Avedissian Building,202425/fall
EC121,English Literature I(EC121),B,15W,3,AUA Main Campus,Mica Hilson,"TUE 9:30am-10:45am, THU 9:30am-10:45am",203N Najarian,202425/fall
EC121,English Literature I(EC121),C,15W,3,AUA Main Campus,Mica Hilson,"TUE 11:00am-12:15pm, THU 11:00am-12:15pm",203N Najarian,202425/fall
EC130,Introduction to Journalism(EC130)(Prerequisite),A,15W,3,AUA Main Campus,Shant Shahrigian,"MON 3:30pm-4:45pm, WED 3:30pm-4:45pm",Classroom 214M Main Building,202425/fall
EC130,Introduction to Journalism(EC130)(Prerequisite),B,15W,3,AUA Main Campus,Shawn McIntosh,"TUE 11:00am-12:15pm, THU 11:00am-12:15pm",302N Najarian,202425/fall
EC130,Introduction to Journalism(EC130)(Prerequisite),C,15W,3,AUA Main Campus,Shawn McIntosh,"TUE 12:30pm-1:45pm, THU 12:30pm-1:45pm",302N Najarian,202425/fall
EC130,Introduction to Journalism(EC130)(Prerequisite),D,15W,3,AUA Main Campus,Shant Shahrigian,"TUE 2:00pm-3:15pm, THU 2:00pm-3:15pm",302N Najarian,202425/fall
EC140,Expository Writing(EC140)(Prerequisite),A,15W,3,AUA Main Campus,Viken Berberian,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 207E Paramaz Avedissian Building,202425/fall
EC140,Expository Writing(EC140)(Prerequisite),B,15W,3,AUA Main Campus,Viken Berberian,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 207E Paramaz Avedissian Building,202425/fall
EC140,Expository Writing(EC140)(Prerequisite),C,15W,3,AUA Main Campus,Viken Berberian,"MON 11:30am-12:20pm, WED 11:30am-12:20pm, FRI 11:30am-12:20pm",Classroom 207E Paramaz Avedissian Building,202425/fall
EC151,Consecutive and Simultaneous Interpreting(EC151)(Prerequisite),0,15W,3,AUA Main Campus,Rafik Santrosyan,"MON 1:30pm-2:20pm, WED 1:30pm-2:20pm, FRI 1:30pm-2:20pm",Manoogian Hall 106E Paramaz Avedissian Building,202425/fall
EC231,Public Speaking(EC231)(Prerequisite),A,15W,3,AUA Main Campus,Rozita Aghamalyan,"MON 2:30pm-3:20pm, WED 2:30pm-3:20pm, FRI 2:30pm-3:20pm",Classroom 614M Main Building,202425/fall
EC231,Public Speaking(EC231)(Prerequisite),B,15W,3,AUA Main Campus,Elitza Kotzeva,"MON 11:30am-12:20pm, WED 11:30am-12:20pm, FRI 11:30am-12:20pm",Classroom 314M Main Building,202425/fall
EC232,Public Relations(EC232),0,15W,3,AUA Main Campus,Tatevik Avetisyan,"TUE 3:00pm-4:20pm, THU 3:00pm-4:20pm",Classroom 214M Main Building,202425/fall
EC233,Professional Communication(EC233)(Prerequisite),A,15W,3,AUA Main Campus,Syuzanna Torosyan,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 214M Main Building,202425/fall
EC233,Professional Communication(EC233)(Prerequisite),B,15W,3,AUA Main Campus,Brent Anders,"TUE 12:00pm-1:20pm, THU 12:00pm-1:20pm",Classroom 214M Main Building,202425/fall
EC237,Introduction to Filmmaking(EC237),0,15W,3,AUA Main Campus,Garine Torossian,"TUE 3:00pm-4:20pm, THU 3:00pm-4:20pm",Manoogian Hall 106E Paramaz Avedissian Building,202425/fall
EC241,Scriptwriting(EC241),0,15W,3,AUA Main Campus,Garine Torossian,"TUE 1:30pm-2:50pm, THU 1:30pm-2:50pm",Manoogian Hall 106E Paramaz Avedissian Building,202425/fall
EC250,Introduction to Translation(EC250)(Prerequisite),0,15W,3,AUA Main Campus,Shushan Avagyan,"TUE 12:00pm-1:20pm, THU 12:00pm-1:20pm",Classroom 216M Main Building,202425/fall
EC260,Negotiation(EC260),0,15W,3,AUA Main Campus,Nshan Matevosyan,"TUE 10:30am-11:50am, THU 10:30am-11:50am",Classroom 214M Main Building,202425/fall
EC269,Visual Communication(EC269)(Prerequisite),0,15W,3,AUA Main Campus,Ruben Malayan,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Small Auditorium Main Building,202425/fall
EC270,Media & Politics(EC270)(Prerequisite),0,15W,3,AUA Main Campus,Armen Ghazaryan,"TUE 4:30pm-5:50pm, THU 4:30pm-5:50pm",Classroom 214M Main Building,202425/fall
EC280,Oral History(EC280)(Prerequisite),0,15W,3,AUA Main Campus,Hourig Attarian,"TUE 4:30pm-5:50pm, THU 4:30pm-5:50pm",Classroom 307E Paramaz Avedissian Building,202425/fall
EC290,Research Methods(EC290)(Prerequisite),A,15W,3,AUA Main Campus,Michael Smith,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 306E Paramaz Avedissian Building,202425/fall
EC290,Research Methods(EC290)(Prerequisite),B,15W,3,AUA Main Campus,Elitza Kotzeva,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 314M Main Building,202425/fall
EC290,Research Methods(EC290)(Prerequisite),C,15W,3,AUA Main Campus,Rafik Santrosyan,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 307E Paramaz Avedissian Building,202425/fall
EC290,Research Methods(EC290)(Prerequisite),D,15W,3,AUA Main Campus,Mica Hilson,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 216M Main Building,202425/fall
EC295,Special Topics(EC295)(Prerequisite),A,15W,3,AUA Main Campus,Hasmik Khalapyan,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 212M Main Building,202425/fall
EC295,Special Topics(EC295)(Prerequisite),M,15W,3,AUA Main Campus,Ruben Malayan,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Small Auditorium Main Building,202425/fall
EC295,Special Topics(EC295)(Prerequisite),P,15W,3,AUA Main Campus,Davit Isajanyan,"MON 1:30pm-2:20pm, WED 1:30pm-2:20pm, FRI 1:30pm-2:20pm",Classroom 306E Paramaz Avedissian Building,202425/fall
ECM301,Effective Communications(ECM301),0,15w,3,AUA Main Campus,Sergey Tantushyan,TBD,,202425/fall
ECM305,Managing People and Organizations(ECM305),0,15w,3,AUA Main Campus,Vache Gabrielyan,TBD,,202425/fall
ECON101,Introduction to Economics(ECON101),0,15W,3,AUA Main Campus,Sargis Maghakyan,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 407E Paramaz Avedissian Building,202425/fall
ECON122,Principles of Macroeconomics(ECON122),A,15w,3,AUA Main Campus,Hayk Kamalyan,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 214W Paramaz Avedissian Building,202425/fall
ECON122,Principles of Macroeconomics(ECON122),B,15w,3,AUA Main Campus,Hayk Kamalyan,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 214W Paramaz Avedissian Building,202425/fall
ECON122,Principles of Macroeconomics(ECON122),C,15w,3,AUA Main Campus,Gayane Barseghyan,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 213W Paramaz Avedissian Building,202425/fall
ECON122,Principles of Macroeconomics(ECON122),D,15w,3,AUA Main Campus,Sevag Agop,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 213W Paramaz Avedissian Building,202425/fall
ECON221,Intermediate Microeconomics(ECON221)(Prerequisite),A,15W,3,AUA Main Campus,Vardan Baghdasaryan,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 207E Paramaz Avedissian Building,202425/fall
ECON225,International Economics(ECON225),0,15W,3,AUA Main Campus,Narek Ohanyan,"MON 11:30am-12:20pm, WED 11:30am-12:20pm, FRI 11:30am-12:20pm",Classroom 213W Paramaz Avedissian Building,202425/fall
ECON229,Special Topics in Economics(ECON229)(Prerequisite),0,15W,3,AUA Main Campus,Hayk Sargsyan CBE,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 215E Paramaz Avedissian Building,202425/fall
ECON305,Economic Analysis and Communications(ECON305),0,15W,3,AUA Main Campus,David Rosenfeld,FRI 2:00pm-4:50pm,AUADilijan AUA Dilijan,202425/fall
ECON310,Statistical Methods for Economists(ECON310),I,15w,2,AUA Main Campus,Sevag Agop,TBD,,202425/fall
ECON311,Econometrics(ECON311)(Prerequisite),0,15W,3,AUA Main Campus,Sevag Agop,MON 2:00pm-4:50pm,AUADilijan AUA Dilijan,202425/fall
ECON320,Microeconomic Theory(ECON320),0,10w,3,AUA Main Campus,Damdinsuren Erdenebulgan,"TUE 2:00pm-4:50pm, WED 2:00pm-4:50pm, THU 2:00pm-4:50pm",AUADilijan AUA Dilijan,202425/fall
ECON330,Macroeconomic Theory(ECON330),0,5w,3,AUA Main Campus,Hayk Kamalyan,"TUE 2:00pm-5:00pm, THU 2:00pm-5:00pm",AUADilijan AUA Dilijan,202425/fall
ENGS104,Probability and Statistics(ENGS104)(Prerequisite),0,15W,3,AUA Main Campus,Victor Ohanyan,"MON 11:30am-12:20pm, WED 11:30am-12:20pm, FRI 11:30am-12:20pm",Classroom 114W Paramaz Avedissian Building,202425/fall
ENGS123,Electricity and Magnetism(ENGS123)(Prerequisite),0,15W,3,AUA Main Campus,Bilor Kurghinyan,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 113W Paramaz Avedissian Building,202425/fall
ENGS124,Electricity and Magnetism Lab(ENGS124)(Corequisite),A,15W,1,AUA Main Campus,Bilor Kurghinyan,MON 9:21am-10:20am,Physics Lab Main Building,202425/fall
ENGS124,Electricity and Magnetism Lab(ENGS124)(Corequisite),B,15W,1,AUA Main Campus,Bilor Kurghinyan,WED 9:21am-10:20am,Physics Lab Main Building,202425/fall
ENGS124,Electricity and Magnetism Lab(ENGS124)(Corequisite),C,15W,1,AUA Main Campus,Bilor Kurghinyan,FRI 9:21am-10:20am,Physics Lab Main Building,202425/fall
ENGS131,Chemistry(ENGS131),A,15W,3,AUA Main Campus,Levon Sargsyan,"TUE 9:00am-10:20am, THU 9:00am-10:20am",Classroom 406E Paramaz Avedissian Building,202425/fall
ENGS132,Chemistry Lab(ENGS132)(Corequisite),A,15W,1,AUA Main Campus,Vardan Hayrapetyan,TUE 12:00pm-1:20pm,Lab 409E Paramaz Avedissian Building,202425/fall
ENGS132,Chemistry Lab(ENGS132)(Corequisite),B,15W,1,AUA Main Campus,Vardan Hayrapetyan,THU 12:00pm-1:20pm,Lab 409E Paramaz Avedissian Building,202425/fall
ENGS132,Chemistry Lab(ENGS132)(Corequisite),C,15W,1,AUA Main Campus,Vardan Hayrapetyan,TUE 1:30pm-2:50pm,Lab 409E Paramaz Avedissian Building,202425/fall
ENGS132,Chemistry Lab(ENGS132)(Corequisite),D,15W,1,AUA Main Campus,Vardan Hayrapetyan,THU 1:30pm-2:50pm,Lab 409E Paramaz Avedissian Building,202425/fall
ENGS142,Engineering Dynamics(ENGS142)(Prerequisite),0,15W,3,AUA Main Campus,Aram Movsisyan,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 426M Main Building,202425/fall
ENGS241,Computer-Aided Design(ENGS241)(Prerequisite),A,15W,3,AUA Main Campus,Sargis Zeytunyan,"TUE 12:00pm-1:20pm, THU 12:00pm-1:20pm",Classroom 314W Paramaz Avedissian Building,202425/fall
ENGS241,Computer-Aided Design(ENGS241)(Prerequisite),B,15W,3,AUA Main Campus,Levon Stepanyan,"TUE 1:30pm-2:50pm, THU 1:30pm-2:50pm",Classroom 408E Paramaz Avedissian Building,202425/fall
ENGS248,Introduction to Fluid Mechanics(ENGS248),0,15W,3,AUA Main Campus,Hrachya Kocharyan,"TUE 12:00pm-1:20pm, THU 12:00pm-1:20pm",Classroom 426M Main Building,202425/fall
ENGS251,Embedded Systems(ENGS251)(Prerequisite)(Corequisite),0,15W,3,AUA Main Campus,Vahagn Mkhitaryan,"TUE 9:00am-10:20am, THU 9:00am-10:20am",Classroom 426M Main Building,202425/fall
ENGS253,Embedded systems Lab(ENGS253),A,15W,1,AUA Main Campus,Krist Samuel Siraki,TUE 10:30am-11:50am,Physics Lab Main Building,202425/fall
ENGS253,Embedded systems Lab(ENGS253),B,15W,1,AUA Main Campus,Krist Samuel Siraki,THU 10:30am-11:50am,Physics Lab Main Building,202425/fall
ENGS261,Control Systems 1(ENGS261)(Prerequisite),0,15W,3,AUA Main Campus,Hrachya Kocharyan,"TUE 10:30am-11:50am, THU 10:30am-11:50am",To Be Determined To Be Determined,202425/fall
ENGS262,Control Systems Lab(ENGS262)(Corequisite),A,15W,1,AUA Main Campus,Areg Karapetyan,TUE 9:00am-10:20am,Physics Lab Main Building,202425/fall
ENGS262,Control Systems Lab(ENGS262)(Corequisite),B,15W,1,AUA Main Campus,Areg Karapetyan,THU 9:00am-10:20am,Physics Lab Main Building,202425/fall
ENGS271,Systems Engineering(ENGS271),0,15W,3,AUA Main Campus,Levon Hovhannisyan,"TUE 10:30am-11:50am, THU 10:30am-11:50am",Classroom 422M/424M Main Building,202425/fall
ENGS290,Special Topics(ENGS290),0,15W,1,AUA Main Campus,Narine Sarvazyan,TUE 3:00pm-5:50pm,415E Paramaz Avedissian Building,202425/fall
ENGS290,Special Topics(ENGS290),A,6w,1,AUA Main Campus,Oshin Peroomian,TBD,,202425/fall
ENGS290,Special Topics(ENGS290),U,6w,1,AUA Main Campus,Raffi Knyazyan,TBD,,202425/fall
ENGS298,Capstone 1(ENGS298),0,15W,3,AUA Main Campus,Satenik Mnatsakanyan,,,202425/fall
ENV300,Natural Environment and Humans(ENV300),0,15w,1,AUA Main Campus,Alen Amirkhanian,THU 6:30pm-9:15pm,Classroom 208E Paramaz Avedissian Building,202425/fall
ESS101,Introduction to Environmental and Sustainability Sciences(ESS101),0,15W,3,AUA Main Campus,Alen Amirkhanian,"TUE 9:00am-10:20am, THU 9:00am-10:20am",Manoogian Hall 106E Paramaz Avedissian Building,202425/fall
ESS102,Modes of Inquiry in ESS(ESS102),0,15W,3,AUA Main Campus,Garabet Kazanjian,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 204M Main Building,202425/fall
ESS140,Sustainable Energy Systems and Solutions(ESS140),0,15W,3,AUA Main Campus,Armen Danielyan,"TUE 3:00pm-4:20pm, THU 3:00pm-4:20pm",Classroom 408E Paramaz Avedissian Building,202425/fall
ESS160,Sustainable Food Systems(ESS160),0,15W,3,AUA Main Campus,Lusine Tadevosyan,"MON 4:30pm-5:20pm, WED 4:30pm-5:20pm, FRI 4:30pm-5:20pm",Classroom 415W Paramaz Avedissian Building,202425/fall
GIS,Introduction to Geographic Information Systems(GIS) and Remote Sensing(ESS180),0,15W,3,AUA Main Campus,Aghavni Harutyunyan,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Computer Lab 004M Main Building,202425/fall
GIS,Introduction to Geographic Information Systems(GIS) and Remote Sensing(ESS180),B,15w,3,AUA Main Campus,Aghavni Harutyunyan,"TUE 3:00pm-4:20pm, THU 3:00pm-4:20pm",Computer Lab 001M Main Building,202425/fall
ESS244,Water(ESS244),0,15W,3,AUA Main Campus,Garabet Kazanjian,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 416W Paramaz Avedissian Building,202425/fall
ESS246,Solid Waste in Circular Economy(ESS246),0,15W,3,AUA Main Campus,Irina Mkrtchyan,"MON 8:30am-9:20am, WED 8:30am-9:20am, FRI 8:30am-9:20am",Classroom 208E Paramaz Avedissian Building,202425/fall
FND101,Freshman Seminar 1(FND101),A,15W,3,AUA Main Campus,Talin Grigorian,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 206E Paramaz Avedissian Building,202425/fall
FND101,Freshman Seminar 1(FND101),AA,15W,3,AUA Main Campus,Laurie Alvandian,"TUE 4:30pm-5:45pm, THU 4:30pm-5:45pm",Classroom 212M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),AB,15W,3,AUA Main Campus,Gregory Chahrozian,"TUE 6:00pm-7:15pm, THU 6:00pm-7:15pm",Classroom 315E Paramaz Avedissian Building,202425/fall
FND101,Freshman Seminar 1(FND101),AC,15W,3,AUA Main Campus,Dvin Titizian,"TUE 9:00am-10:15am, THU 9:00am-10:15am",Classroom 216M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),AD,15W,3,AUA Main Campus,Kiri Manookin,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 208M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),AE,15W,3,AUA Main Campus,Gayane Aghabalyan,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 206M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),B,15W,3,AUA Main Campus,Vigen Vartevanian,"MON 11:30am-12:20pm, WED 11:30am-12:20pm, FRI 11:30am-12:20pm",Classroom 202M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),C,15W,3,AUA Main Campus,Vigen Vartevanian,"MON 1:30pm-2:20pm, WED 1:30pm-2:20pm, FRI 1:30pm-2:20pm",Classroom 202M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),D,15W,3,AUA Main Campus,Robert Tyler,"MON 1:30pm-2:20pm, WED 1:30pm-2:20pm, FRI 1:30pm-2:20pm",Classroom 208M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),E,15W,3,AUA Main Campus,Rubina Gasparyan,"TUE 12:00pm-1:20pm, THU 12:00pm-1:20pm",Classroom 212M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),F,15W,3,AUA Main Campus,Steven Donatelle,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 208M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),G,15W,3,AUA Main Campus,Silva Sevlian,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 202M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),H,15W,3,AUA Main Campus,Silva Sevlian,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 202M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),I,15W,3,AUA Main Campus,Rozita Aghamalyan,"MON 12:30pm-1:20pm, WED 12:30pm-1:20pm, FRI 12:30pm-1:20pm",Classroom 204M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),J,15W,3,AUA Main Campus,Narek Sukiasyan,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 212M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),K,15W,3,AUA Main Campus,Lilit Ghazaryan,"MON 11:30am-12:20pm, WED 11:30am-12:20pm, FRI 11:30am-12:20pm",Classroom 204M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),L,15W,3,AUA Main Campus,Anna Gevorgyan,"TUE 12:00pm-1:15pm, THU 12:00pm-1:15pm",Classroom 612M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),M,15W,3,AUA Main Campus,Aram Hajian,"MON 10:30am-11:20am, WED 10:30am-11:20am, FRI 10:30am-11:20am",Classroom 206M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),N,15W,3,AUA Main Campus,Kiri Manookin,"TUE 10:30am-11:45am, THU 10:30am-11:45am",Classroom 612M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),O,15W,3,AUA Main Campus,Adelaida Baghdasaryan,"TUE 1:30pm-2:45pm, THU 1:30pm-2:45pm",Classroom 612M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),P,15W,3,AUA Main Campus,Aram Pakhchanian,"MON 8:30am-9:20am, WED 8:30am-9:20am, FRI 8:30am-9:20am",Classroom 208M Main Building,202425/fall
FND101,Freshman Seminar 1(FND101),Q,15W,3,AUA Main Campus,Alex Vartan Gubbins,"MON 9:30am-10:20am, WED 9:30am-10:20am, FRI 9:30am-10:20am",Classroom 208M Main Building,202425/fall
